Hand Management,Pattern Building,Set Collection,Worker Placement,,,,,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,,,,,,,,,,,,,,,,,,,
Dice Rolling,Hand Management,Simultaneous Action Selection,,,,,,,,,,,,,,,,,,
Advantage Token,Area Majority / Influence,Area Movement,Investment,Ownership,Rondel,Stock Holding,,,,,,,,,,,,,,
Commodity Speculation,Variable Player Powers,,,,,,,,,,,,,,,,,,,
Force Commitment,Hand Management,"I Cut, You Choose",Tug of War,,,,,,,,,,,,,,,,,
Grid Movement,Map Reduction,,,,,,,,,,,,,,,,,,,
Automatic Resource Growth,Worker Placement,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Dice Rolling,Team-Based Game,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Die Icon Resolution,Team-Based Game,Turn Order: Random,Variable Player Powers,,,,,,,,,,,,
Deck Construction,"Deck, Bag, and Pool Building",Layering,Push Your Luck,,,,,,,,,,,,,,,,,
Hand Management,Variable Player Powers,,,,,,,,,,,,,,,,,,,
Grid Movement,Map Reduction,,,,,,,,,,,,,,,,,,,
Dice Rolling,Events,Push Your Luck,Re-rolling and Locking,Turn Order: Stat-Based,Variable Set-up,,,,,,,,,,,,,,,
Hand Management,Hidden Roles,Player Elimination,Take That,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,,
Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hand Management,Modular Board,Square Grid,Variable Player Powers,,,,,,,,,,,,,,
Area Majority / Influence,Set Collection,Tile Placement,,,,,,,,,,,,,,,,,,
Take That,Trick-taking,Variable Player Powers,,,,,,,,,,,,,,,,,,
Action Queue,Ownership,Take That,Turn Order: Claim Action,Turn Order: Pass Order,Variable Player Powers,Variable Set-up,Worker Placement,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Events,Semi-Cooperative Game,Solo / Solitaire Game,Variable Set-up,,,,,,,,,,,,,,,,
Dice Rolling,Push Your Luck,Roll / Spin and Move,,,,,,,,,,,,,,,,,,
Hexagon Grid,Modular Board,Network and Route Building,Open Drafting,Pick-up and Deliver,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,
Area Movement,Card Play Conflict Resolution,Hand Management,Memory,Secret Unit Deployment,Simultaneous Action Selection,Variable Player Powers,,,,,,,,,,,,,,
Action Points,End Game Bonuses,Turn Order: Stat-Based,Variable Set-up,Worker Placement,,,,,,,,,,,,,,,,
Communication Limits,Cooperative Game,Hand Management,Move Through Deck,Push Your Luck,Variable Player Powers,,,,,,,,,,,,,,,
End Game Bonuses,Follow,Hand Management,Set Collection,Sudden Death Ending,Variable Phase Order,,,,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Catch the Leader,Hand Management,Negotiation,Open Drafting,Team-Based Game,Variable Player Powers,"Worker Placement, Different Worker Types",,,,,,,,,,,,
Action Points,Hand Management,Set Collection,,,,,,,,,,,,,,,,,,
Hidden Roles,Roles with Asymmetric Information,Traitor Game,Variable Player Powers,Voting,,,,,,,,,,,,,,,,
Hand Management,Open Drafting,Set Collection,Turn Order: Claim Action,Turn Order: Progressive,,,,,,,,,,,,,,,,
Action Points,Area Majority / Influence,Pick-up and Deliver,Set Collection,Track Movement,,,,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Auction: Fixed Placement,Constrained Bidding,Income,Loans,,,,,,,,,,,,,,,,
Action Drafting,Area Majority / Influence,Dice Rolling,,,,,,,,,,,,,,,,,,
Bingo,Connections,Grid Movement,Network and Route Building,Simultaneous Action Selection,Tile Placement,,,,,,,,,,,,,,,
Area Majority / Influence,Dice Rolling,Open Drafting,Worker Placement with Dice Workers,,,,,,,,,,,,,,,,,
Auction/Bidding,Hexagon Grid,Market,Network and Route Building,Ownership,Stock Holding,Tile Placement,Victory Points as a Resource,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Set Collection,Worker Placement,,,,,,,,,,,,,,,,,
Hand Management,Ladder Climbing,Set Collection,Trick-taking,,,,,,,,,,,,,,,,,
Hand Management,Player Elimination,Simultaneous Action Selection,Trick-taking,,,,,,,,,,,,,,,,,
Open Drafting,Set Collection,Solo / Solitaire Game,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,Modular Board,Set Collection,,,,,,,,,,,,,,,,,
Action Points,Network and Route Building,Pick-up and Deliver,,,,,,,,,,,,,,,,,,
Action Points,Area Movement,Cooperative Game,Dice Rolling,Hand Management,Push Your Luck,Semi-Cooperative Game,Storytelling,Traitor Game,Variable Player Powers,Voting,,,,,,,,,,
Auction/Bidding,Auction: Fixed Placement,Constrained Bidding,End Game Bonuses,Hexagon Grid,Modular Board,Multiple-Lot Auction,Network and Route Building,Ownership,Set Collection,Tile Placement,Turn Order: Auction,Variable Set-up,Worker Placement,"Worker Placement, Different Worker Types",,,,,,
Action Points,Cooperative Game,Hand Management,Point to Point Movement,Set Collection,Trading,Variable Player Powers,,,,,,,,,,,,,,
Dice Rolling,Re-rolling and Locking,Take That,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,,,
Action Queue,Area Majority / Influence,Area Movement,Auction/Bidding,Cube Tower,Simultaneous Action Selection,Variable Phase Order,,,,,,,,,,,,,,
Action Points,Dice Rolling,Hand Management,Hexagon Grid,Modular Board,Team-Based Game,,,,,,,,,,,,,,,
Hand Management,Push Your Luck,Score-and-Reset Game,Set Collection,,,,,,,,,,,,,,,,,
Area Majority / Influence,Modular Board,Open Drafting,Pattern Building,Set Collection,,,,,,,,,,,,,,,,
Area Movement,Hand Management,Hidden Roles,Team-Based Game,Voting,,,,,,,,,,,,,,,,
Auction/Bidding,Dice Rolling,Roll / Spin and Move,Set Collection,Trading,,,,,,,,,,,,,,,,
Cooperative Game,,,,,,,,,,,,,,,,,,,,
Betting and Bluffing,,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Movement Points,Secret Unit Deployment,,,,,,,,,,,,,,
Hand Management,,,,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Hand Management,Push Your Luck,Solo / Solitaire Game,,,,,,,,,,,,,,,,,
Area Majority / Influence,Modular Board,Worker Placement,,,,,,,,,,,,,,,,,,
End Game Bonuses,Open Drafting,Pattern Building,Set Collection,Tile Placement,Turn Order: Claim Action,,,,,,,,,,,,,,,
Closed Drafting,Highest-Lowest Scoring,Neighbor Scope,Set Collection,Simultaneous Action Selection,Solo / Solitaire Game,Tile Placement,,,,,,,,,,,,,,
Action Queue,Betting and Bluffing,Hand Management,Take That,Turn Order: Progressive,,,,,,,,,,,,,,,,
End Game Bonuses,Modular Board,Open Drafting,Pattern Building,Set Collection,Tile Placement,Turn Order: Claim Action,,,,,,,,,,,,,,
Auction: Dutch,Open Drafting,Set Collection,,,,,,,,,,,,,,,,,,
Hexagon Grid,Modular Board,Open Drafting,Set Collection,Tile Placement,,,,,,,,,,,,,,,,
Grid Movement,Pattern Building,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Connections,Grid Movement,Hand Management,Hexagon Grid,Line of Sight,Player Elimination,Solo / Solitaire Game,Team-Based Game,Tile Placement,Variable Player Powers,,,,,,,,,,
Cooperative Game,"Deck, Bag, and Pool Building",Delayed Purchase,Dice Rolling,Hand Management,Variable Player Powers,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Dice Rolling,Pick-up and Deliver,Team-Based Game,Trading,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Dice Rolling,Variable Player Powers,,,,,,,,,,,,,,,,,,
Hand Management,Player Elimination,Point to Point Movement,Simultaneous Action Selection,Solo / Solitaire Game,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Dice Rolling,Open Drafting,,,,,,,,,,,,,,,,,,
Modular Board,Real-Time,Tile Placement,,,,,,,,,,,,,,,,,,
Hand Management,Set Collection,,,,,,,,,,,,,,,,,,,
Hand Management,Open Drafting,Score-and-Reset Game,Set Collection,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Open Drafting,Take That,,,,,,,,,,,,,,,,
Action Points,,,,,,,,,,,,,,,,,,,,
Open Drafting,Pattern Building,Push Your Luck,Stacking and Balancing,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",,,,,,,,,,,,,,,,,,,,
Tile Placement,Worker Placement,,,,,,,,,,,,,,,,,,,
Open Drafting,Tile Placement,Turn Order: Stat-Based,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Map Addition,Tile Placement,,,,,,,,,,,,,,,,,,
Campaign / Battle Card Driven,Command Cards,Dice Rolling,Grid Movement,Hand Management,Hexagon Grid,Modular Board,Simulation,,,,,,,,,,,,,
Pick-up and Deliver,Push Your Luck,Roll / Spin and Move,,,,,,,,,,,,,,,,,,
Hidden Movement,Map Deformation,Modular Board,,,,,,,,,,,,,,,,,,
Hand Management,Simultaneous Action Selection,,,,,,,,,,,,,,,,,,,
Dice Rolling,Memory,Push Your Luck,Trading,,,,,,,,,,,,,,,,,
Worker Placement,,,,,,,,,,,,,,,,,,,,
Loans,Open Drafting,Set Collection,Worker Placement,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Solo / Solitaire Game,Take That,,,,,,,,,,,,,,,,
Area Majority / Influence,"Deck, Bag, and Pool Building",End Game Bonuses,Hand Management,Income,Open Drafting,Set Collection,,,,,,,,,,,,,,
Auction/Bidding,Rondel,Tile Placement,Victory Points as a Resource,,,,,,,,,,,,,,,,,
Hand Management,Pattern Building,Set Collection,Tile Placement,"Worker Placement, Different Worker Types",,,,,,,,,,,,,,,,
Action Points,Campaign / Battle Card Driven,Deck Construction,Hand Management,Relative Movement,Take That,Variable Player Powers,,,,,,,,,,,,,,
Action Points,Area-Impulse,Dice Rolling,Follow,Grid Movement,Hexagon Grid,Increase Value of Unchosen Resources,Modular Board,Player Elimination,Tile Placement,Trading,Variable Phase Order,Variable Player Powers,Voting,,,,,,,
Cooperative Game,Hand Management,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,,,,,
Predictive Bid,Trick-taking,,,,,,,,,,,,,,,,,,,
Grid Movement,Network and Route Building,Square Grid,,,,,,,,,,,,,,,,,,
Cooperative Game,Dice Rolling,Elapsed Real Time Ending,Open Drafting,Pattern Building,Real-Time,Solo / Solitaire Game,,,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Modular Board,Open Drafting,Worker Placement,,,,,,,,,,,,,,,,
Commodity Speculation,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Real-Time,Set Collection,Simulation,Trading,,,,,,,,,,,,,
Grid Movement,Map Reduction,Set Collection,,,,,,,,,,,,,,,,,,
Hand Management,Hidden Roles,Kill Steal,Player Elimination,Take That,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,
Area Movement,Dice Rolling,Hand Management,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,,,
Modular Board,Network and Route Building,Tile Placement,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Dice Rolling,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Investment,Ownership,Rondel,Stock Holding,,,,,,,,,,,,,,,
Area Majority / Influence,Auction/Bidding,Auction: Once Around,Pattern Building,Tile Placement,,,,,,,,,,,,,,,,
Open Drafting,Push Your Luck,Set Collection,,,,,,,,,,,,,,,,,,
Hand Management,Pattern Building,Set Collection,,,,,,,,,,,,,,,,,,
Contracts,Race,Tile Placement,Time Track,,,,,,,,,,,,,,,,,
Modular Board,Set Collection,Tile Placement,,,,,,,,,,,,,,,,,,
Advantage Token,Campaign / Battle Card Driven,Grid Movement,Hexagon Grid,Simulation,Variable Phase Order,,,,,,,,,,,,,,,
Campaign / Battle Card Driven,Command Cards,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers,,,,,,,,,,,,,,,
Action Points,Hand Management,Variable Phase Order,Worker Placement,,,,,,,,,,,,,,,,,
Action Points,Contracts,Dice Rolling,End Game Bonuses,Grid Movement,Hexagon Grid,Modular Board,Network and Route Building,Pattern Building,Set Collection,Tile Placement,,,,,,,,,,
Area Majority / Influence,Set Collection,Tile Placement,Worker Placement,,,,,,,,,,,,,,,,,
Set Collection,Tile Placement,,,,,,,,,,,,,,,,,,,
Hand Management,Point to Point Movement,Simultaneous Action Selection,Solo / Solitaire Game,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,,
Betting and Bluffing,Dice Rolling,Open Drafting,Roll / Spin and Move,Stock Holding,,,,,,,,,,,,,,,,
Hand Management,,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Dice Rolling,Set Collection,Worker Placement,Worker Placement with Dice Workers,,,,,,,,,,,,,,,,
Tile Placement,Worker Placement,,,,,,,,,,,,,,,,,,,
Action Queue,Hand Management,Simultaneous Action Selection,Tile Placement,Worker Placement,,,,,,,,,,,,,,,,
Action Points,Dice Rolling,Variable Player Powers,,,,,,,,,,,,,,,,,,
Action Points,Hand Management,Secret Unit Deployment,Variable Player Powers,,,,,,,,,,,,,,,,,
Auction/Bidding,Hand Management,Open Drafting,Set Collection,Sudden Death Ending,Worker Placement,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Set Collection,Tile Placement,Variable Player Powers,,,,,,,,,,,,,,,
Hand Management,Modular Board,Tile Placement,,,,,,,,,,,,,,,,,,
Point to Point Movement,Tile Placement,,,,,,,,,,,,,,,,,,,
Trick-taking,,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,Network and Route Building,Open Drafting,Take That,,,,,,,,,,,,,,,,
Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Grid Movement,Modular Board,Open Drafting,Role Playing,,,,,,,,,,,,,,
Bingo,Line Drawing,Network and Route Building,Paper-and-Pencil,Set Collection,,,,,,,,,,,,,,,,
Hand Management,Random Production,,,,,,,,,,,,,,,,,,,
Dice Rolling,Open Drafting,Variable Player Powers,,,,,,,,,,,,,,,,,,
Action Points,Cooperative Game,Hand Management,Point to Point Movement,Set Collection,Variable Player Powers,,,,,,,,,,,,,,,
Hand Management,Open Drafting,Variable Player Powers,,,,,,,,,,,,,,,,,,
Action Points,Deck Construction,Hand Management,Secret Unit Deployment,Simultaneous Action Selection,Variable Player Powers,,,,,,,,,,,,,,,
Cooperative Game,Race,Targeted Clues,Team-Based Game,,,,,,,,,,,,,,,,,
Cooperative Game,Dice Rolling,Hand Management,Set Collection,Variable Player Powers,,,,,,,,,,,,,,,,
Action Points,Area Movement,Cooperative Game,Dice Rolling,Modular Board,Role Playing,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,
Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Move Through Deck,Role Playing,Scenario / Mission / Campaign Game,Variable Player Powers,,,,,,,,,,,,,,
Dice Rolling,Worker Placement with Dice Workers,,,,,,,,,,,,,,,,,,,
Betting and Bluffing,Roll / Spin and Move,,,,,,,,,,,,,,,,,,,
Acting,Simultaneous Action Selection,Storytelling,Targeted Clues,Voting,,,,,,,,,,,,,,,,
Role Playing,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,,,,,
Dice Rolling,Paper-and-Pencil,Solo / Solitaire Game,,,,,,,,,,,,,,,,,,
Hand Management,Loans,Market,Network and Route Building,Open Drafting,,,,,,,,,,,,,,,,
Action Queue,Area Movement,Cooperative Game,Elapsed Real Time Ending,Hand Management,Real-Time,Simultaneous Action Selection,Solo / Solitaire Game,,,,,,,,,,,,,
Auction/Bidding,Mancala,Modular Board,Network and Route Building,Open Drafting,Tile Placement,Variable Player Powers,Variable Set-up,,,,,,,,,,,,,
Area Majority / Influence,Roll / Spin and Move,Tile Placement,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Dice Rolling,Team-Based Game,,,,,,,,,,,,,,,,,
Action Queue,Hand Management,Push Your Luck,Set Collection,,,,,,,,,,,,,,,,,
Commodity Speculation,Worker Placement,,,,,,,,,,,,,,,,,,,
Closed Drafting,Deck Construction,Dice Rolling,Die Icon Resolution,Hand Management,Interrupts,Variable Player Powers,,,,,,,,,,,,,,
Enclosure,Open Drafting,Tile Placement,Variable Phase Order,,,,,,,,,,,,,,,,,
Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,,
Hand Management,Pattern Building,,,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,,,,,,,,,,,,,,,,
End Game Bonuses,Layering,Open Drafting,Pattern Building,Pattern Recognition,Tile Placement,Variable Player Powers,Variable Set-up,,,,,,,,,,,,,
Hand Management,Point to Point Movement,Set Collection,Turn Order: Claim Action,Worker Placement,,,,,,,,,,,,,,,,
Area Majority / Influence,Dice Rolling,Hand Management,,,,,,,,,,,,,,,,,,
Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Move Through Deck,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,,
Advantage Token,Hand Management,Layering,Melding and Splaying,Take That,Tech Trees / Tech Tracks,Variable Phase Order,,,,,,,,,,,,,,
Hand Management,Trick-taking,,,,,,,,,,,,,,,,,,,
Action Points,Hand Management,Push Your Luck,Secret Unit Deployment,Simulation,Simultaneous Action Selection,Take That,,,,,,,,,,,,,,
Auction/Bidding,Hand Management,Market,Variable Phase Order,Voting,,,,,,,,,,,,,,,,
Action Points,Cooperative Game,Dice Rolling,Hand Management,Modular Board,Variable Player Powers,,,,,,,,,,,,,,,
Auction/Bidding,Closed Economy Auction,Set Collection,,,,,,,,,,,,,,,,,,
Closed Drafting,End Game Bonuses,Hand Management,Set Collection,Simultaneous Action Selection,,,,,,,,,,,,,,,,
Action Timer,Cooperative Game,Real-Time,Simulation,Worker Placement,,,,,,,,,,,,,,,,
Dice Rolling,Grid Movement,Hidden Movement,Movement Points,Once-Per-Game Abilities,Secret Unit Deployment,Square Grid,Team-Based Game,Variable Player Powers,,,,,,,,,,,,
Ladder Climbing,Trick-taking,,,,,,,,,,,,,,,,,,,
Rondel,Set Collection,Time Track,Worker Placement,,,,,,,,,,,,,,,,,
Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation,Variable Phase Order,Variable Player Powers,,,,,,,,,,,,,,,
Set Collection,Tile Placement,,,,,,,,,,,,,,,,,,,
Pattern Building,Real-Time,Square Grid,,,,,,,,,,,,,,,,,,
Dice Rolling,End Game Bonuses,Hand Management,Open Drafting,Set Collection,,,,,,,,,,,,,,,,
Dice Rolling,Narrative Choice / Paragraph,Network and Route Building,Open Drafting,Scenario / Mission / Campaign Game,Set Collection,Storytelling,Variable Player Powers,Worker Placement,,,,,,,,,,,,
Memory,,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Open Drafting,,,,,,,,,,,,,,,,
Hand Management,,,,,,,,,,,,,,,,,,,,
Action Retrieval,Contracts,Grid Movement,Modular Board,Pick-up and Deliver,Set Collection,,,,,,,,,,,,,,,
Set Collection,Tile Placement,,,,,,,,,,,,,,,,,,,
Enclosure,Grid Movement,Hexagon Grid,Pieces as Map,Score-and-Reset Game,Slide/Push,Three Dimensional Movement,Tile Placement,,,,,,,,,,,,,
Card Play Conflict Resolution,Hand Management,Melding and Splaying,Set Collection,,,,,,,,,,,,,,,,,
Area Majority / Influence,Bias,Set Collection,Slide/Push,Victory Points as a Resource,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Card Play Conflict Resolution,Dice Rolling,Hand Management,Modular Board,Order Counters,Variable Player Powers,,,,,,,,,,,,,
Hand Management,Open Drafting,Set Collection,,,,,,,,,,,,,,,,,,
Enclosure,Tile Placement,,,,,,,,,,,,,,,,,,,
Push Your Luck,Tile Placement,Turn Order: Claim Action,Worker Placement,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,"Deck, Bag, and Pool Building",Worker Placement,,,,,,,,,,,,,,,,,,
Pattern Recognition,,,,,,,,,,,,,,,,,,,,
Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Melding and Splaying,Move Through Deck,Solo / Solitaire Game,Stat Check Resolution,Variable Player Powers,,,,,,,,,,,,,
Area Majority / Influence,Modular Board,Take That,Variable Player Powers,Worker Placement,"Worker Placement, Different Worker Types",,,,,,,,,,,,,,,
Hand Management,Network and Route Building,Point to Point Movement,,,,,,,,,,,,,,,,,,
Auction/Bidding,Modular Board,Set Collection,Tile Placement,Worker Placement,,,,,,,,,,,,,,,,
Acting,Communication Limits,Memory,Role Playing,Roles with Asymmetric Information,Targeted Clues,Traitor Game,Voting,,,,,,,,,,,,,
Auction/Bidding,Auction: Turn Order Until Pass,Investment,Network and Route Building,Ownership,Stock Holding,,,,,,,,,,,,,,,
Set Collection,Simultaneous Action Selection,,,,,,,,,,,,,,,,,,,
Communication Limits,Cooperative Game,Hand Management,Memory,Set Collection,,,,,,,,,,,,,,,,
Dice Rolling,Hand Management,Race,Set Collection,Variable Player Powers,Worker Placement,Worker Placement with Dice Workers,,,,,,,,,,,,,,
Hand Management,Set Collection,Take That,,,,,,,,,,,,,,,,,,
Open Drafting,Set Collection,,,,,,,,,,,,,,,,,,,
"Deck, Bag, and Pool Building",Memory,Once-Per-Game Abilities,Push Your Luck,Solo / Solitaire Game,Variable Set-up,,,,,,,,,,,,,,,
Area Majority / Influence,Set Collection,Turn Order: Claim Action,Worker Placement,"Worker Placement, Different Worker Types",,,,,,,,,,,,,,,,
Action Points,Area Movement,Modular Board,Worker Placement,,,,,,,,,,,,,,,,,
Action Retrieval,Dice Rolling,Grid Movement,Modular Board,Scenario / Mission / Campaign Game,Square Grid,Variable Player Powers,,,,,,,,,,,,,,
Hand Management,Worker Placement,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Negotiation,Player Elimination,Prisoner's Dilemma,Simultaneous Action Selection,,,,,,,,,,,,,,,
Action Points,Dice Rolling,Open Drafting,Set Collection,,,,,,,,,,,,,,,,,
Area Majority / Influence,Modular Board,Point to Point Movement,Solo / Solitaire Game,Tile Placement,Worker Placement,,,,,,,,,,,,,,,
Constrained Bidding,Open Drafting,Selection Order Bid,Set Collection,Simultaneous Action Selection,Turn Order: Auction,Victory Points as a Resource,,,,,,,,,,,,,,
Set Collection,Worker Placement,,,,,,,,,,,,,,,,,,,
Action Drafting,Hexagon Grid,Open Drafting,Set Collection,Tile Placement,,,,,,,,,,,,,,,,
Betting and Bluffing,Hand Management,,,,,,,,,,,,,,,,,,,
Dice Rolling,Grid Movement,Modular Board,Role Playing,Team-Based Game,Variable Player Powers,,,,,,,,,,,,,,,
Cooperative Game,Hand Management,,,,,,,,,,,,,,,,,,,
Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,,
Area Movement,Cooperative Game,Dice Rolling,Hand Management,Modular Board,Role Playing,Team-Based Game,Traitor Game,Variable Player Powers,,,,,,,,,,,,
Connections,Dice Rolling,Network and Route Building,Race,Tile Placement,Worker Placement,Worker Placement with Dice Workers,,,,,,,,,,,,,,
Connections,Network and Route Building,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,,,,,,,,,,,,,,,,,,,,
Commodity Speculation,Grid Movement,Market,Set Collection,Tile Placement,Time Track,,,,,,,,,,,,,,,
Bingo,Open Drafting,Push Your Luck,Set Collection,,,,,,,,,,,,,,,,,
Action Retrieval,Area Majority / Influence,Dice Rolling,End Game Bonuses,Events,Open Drafting,Point to Point Movement,Resource to Move,Set Collection,Variable Player Powers,Worker Placement,,,,,,,,,,
Area Majority / Influence,Area Movement,Rondel,,,,,,,,,,,,,,,,,,
Dice Rolling,Set Collection,Solo / Solitaire Game,Variable Player Powers,Worker Placement,Worker Placement with Dice Workers,,,,,,,,,,,,,,,
Action Points,Dice Rolling,Hand Management,Network and Route Building,Open Drafting,Pick-up and Deliver,Set Collection,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Auction: Dutch,Modular Board,Open Drafting,Set Collection,Variable Player Powers,,,,,,,,,,,,,,
Card Play Conflict Resolution,Force Commitment,Hand Management,Variable Player Powers,,,,,,,,,,,,,,,,,
Deduction,Grid Movement,Hand Management,Hexagon Grid,Modular Board,Push Your Luck,,,,,,,,,,,,,,,
Dice Rolling,Set Collection,Worker Placement,,,,,,,,,,,,,,,,,,
Contracts,End Game Bonuses,Pattern Building,Set Collection,Tile Placement,,,,,,,,,,,,,,,,
Area Majority / Influence,Hand Management,Push Your Luck,Set Collection,Worker Placement,,,,,,,,,,,,,,,,
Closed Drafting,Dice Rolling,Open Drafting,Role Playing,Set Collection,Variable Player Powers,,,,,,,,,,,,,,,
Dice Rolling,Open Drafting,Pattern Building,Set Collection,,,,,,,,,,,,,,,,,
Area Majority / Influence,Enclosure,Tile Placement,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Dice Rolling,King of the Hill,Variable Player Powers,,,,,,,,,,,,,,,,
Advantage Token,Area Majority / Influence,Area Movement,Rondel,Tech Trees / Tech Tracks,,,,,,,,,,,,,,,,
Auction/Bidding,Auction: Once Around,Income,Push Your Luck,Set Collection,Victory Points as a Resource,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Auction/Bidding,Hand Management,Negotiation,Player Elimination,Simultaneous Action Selection,Variable Player Powers,,,,,,,,,,,,,
Team-Based Game,Trick-taking,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Grid Movement,Once-Per-Game Abilities,Set Collection,Turn Order: Auction,,,,,,,,,,,,,,,,
Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,Solo / Solitaire Game,Variable Player Powers,,,,,,,,,,,,,,
Grid Movement,Network and Route Building,,,,,,,,,,,,,,,,,,,
Roll / Spin and Move,,,,,,,,,,,,,,,,,,,,
Action Drafting,Events,Hand Management,Turn Order: Stat-Based,,,,,,,,,,,,,,,,,
Area Majority / Influence,Set Collection,Stock Holding,Tile Placement,,,,,,,,,,,,,,,,,
Hand Management,Push Your Luck,Set Collection,,,,,,,,,,,,,,,,,,
Area Movement,Dice Rolling,Variable Player Powers,,,,,,,,,,,,,,,,,,
Auction/Bidding,,,,,,,,,,,,,,,,,,,,
Dice Rolling,Grid Movement,Line of Sight,Modular Board,Scenario / Mission / Campaign Game,Variable Player Powers,,,,,,,,,,,,,,,
Bribery,Dice Rolling,Hand Management,Semi-Cooperative Game,Simulation,Variable Player Powers,Voting,,,,,,,,,,,,,,
Betting and Bluffing,Dice Rolling,Hand Management,Push Your Luck,Track Movement,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
Dice Rolling,Hand Management,,,,,,,,,,,,,,,,,,,
Auction/Bidding,Auction: English,Auction: Once Around,Auction: Sealed Bid,Auction: Turn Order Until Pass,Commodity Speculation,Hand Management,Victory Points as a Resource,,,,,,,,,,,,,
Auction/Bidding,Investment,Network and Route Building,Stock Holding,,,,,,,,,,,,,,,,,
Pattern Building,Tile Placement,,,,,,,,,,,,,,,,,,,
Hand Management,,,,,,,,,,,,,,,,,,,,
Trick-taking,,,,,,,,,,,,,,,,,,,,
Area Majority / Influence,Area Movement,Card Play Conflict Resolution,"Deck, Bag, and Pool Building",Modular Board,Order Counters,Variable Player Powers,,,,,,,,,,,,,,
Grid Movement,Pattern Movement,Square Grid,,,,,,,,,,,,,,,,,,
